timestamp,class_id,score,x_min,y_min,x_max,y_max
2025-08-12T18:36:00.710018,2,0.369,807,1063,905,1167
2025-08-12T18:36:00.710151,2,0.351,987,617,1053,653
2025-08-12T18:36:00.798573,-1,1.000,807,1063,905,1167
2025-08-12T18:36:00.864624,-1,1.000,807,1064,905,1168
2025-08-12T18:36:00.931063,-1,1.000,813,1072,913,1178
2025-08-12T18:36:00.998643,-1,1.000,812,1072,914,1180
2025-08-12T18:36:01.062597,2,0.535,818,1073,910,1172
2025-08-12T18:36:01.152203,-1,1.000,822,1081,909,1174
2025-08-12T18:36:01.217400,-1,1.000,823,1079,911,1174
2025-08-12T18:36:01.282655,-1,1.000,825,1084,917,1183
2025-08-12T18:36:01.348488,-1,1.000,823,1083,917,1184
2025-08-12T18:36:01.413395,2,0.501,986,614,1058,654
2025-08-12T18:36:01.413535,2,0.495,826,1081,914,1179
2025-08-12T18:36:01.413828,2,0.387,1111,620,1181,650
2025-08-12T18:36:01.504497,-1,1.000,829,1086,917,1184
2025-08-12T18:36:01.572292,-1,1.000,829,1087,917,1185
2025-08-12T18:36:01.640549,-1,1.000,831,1089,916,1183
2025-08-12T18:36:01.710714,-1,1.000,830,1087,918,1185
2025-08-12T18:36:01.776190,2,0.498,832,1096,924,1201
2025-08-12T18:36:01.776335,2,0.436,985,614,1054,653
2025-08-12T18:36:01.776643,2,0.388,1110,620,1181,651
2025-08-12T18:36:01.866774,-1,1.000,832,1096,924,1201
2025-08-12T18:36:01.931857,-1,1.000,832,1096,924,1201
2025-08-12T18:36:01.997552,-1,1.000,835,1102,925,1205
2025-08-12T18:36:02.063922,-1,1.000,835,1101,927,1206
2025-08-12T18:36:02.129836,2,0.530,838,1104,930,1212
2025-08-12T18:36:02.129970,2,0.523,1370,607,1439,640
2025-08-12T18:36:02.130035,2,0.455,1107,621,1179,651
2025-08-12T18:36:02.130096,2,0.395,986,615,1055,654
2025-08-12T18:36:02.218388,-1,1.000,838,1104,930,1212
2025-08-12T18:36:02.284078,-1,1.000,838,1104,930,1212
2025-08-12T18:36:02.349894,-1,1.000,841,1110,933,1218
2025-08-12T18:36:02.415231,-1,1.000,841,1110,933,1218
2025-08-12T18:36:02.480505,2,0.597,839,1116,934,1217
2025-08-12T18:36:02.480676,2,0.498,1369,607,1439,640
2025-08-12T18:36:02.480984,2,0.460,1106,620,1180,652
2025-08-12T18:36:02.481055,2,0.398,985,616,1055,656
2025-08-12T18:36:02.570285,-1,1.000,839,1116,934,1217
2025-08-12T18:36:02.637930,-1,1.000,844,1126,943,1231
2025-08-12T18:36:02.716709,-1,1.000,844,1126,943,1231
2025-08-12T18:36:02.799655,-1,1.000,844,1126,943,1231
2025-08-12T18:36:02.871006,2,0.619,850,1123,945,1239
2025-08-12T18:36:02.871480,2,0.447,1105,619,1179,652
2025-08-12T18:36:02.871551,2,0.398,1368,606,1437,640
2025-08-12T18:36:02.871608,2,0.383,982,616,1052,655
2025-08-12T18:36:02.964310,-1,1.000,850,1123,945,1239
2025-08-12T18:36:03.031937,-1,1.000,854,1131,945,1242
2025-08-12T18:36:03.098905,-1,1.000,853,1130,948,1246
2025-08-12T18:36:03.166477,-1,1.000,853,1130,948,1246
2025-08-12T18:36:03.232609,2,0.541,855,1137,953,1253
2025-08-12T18:36:03.232754,2,0.473,1367,606,1435,639
2025-08-12T18:36:03.233072,2,0.433,1105,619,1177,650
2025-08-12T18:36:03.233150,2,0.398,979,615,1048,654
2025-08-12T18:36:03.322198,-1,1.000,855,1137,953,1253
2025-08-12T18:36:03.390285,-1,1.000,855,1138,953,1254
2025-08-12T18:36:03.456919,-1,1.000,855,1138,953,1254
2025-08-12T18:36:03.524769,-1,1.000,861,1148,961,1266
2025-08-12T18:36:03.593883,2,0.528,862,1152,960,1264
2025-08-12T18:36:03.594046,2,0.364,979,613,1053,655
2025-08-12T18:36:03.682958,-1,1.000,862,1152,960,1264
2025-08-12T18:36:03.748128,-1,1.000,865,1159,961,1269
2025-08-12T18:36:03.814680,-1,1.000,866,1159,962,1269
2025-08-12T18:36:03.883333,-1,1.000,868,1163,968,1277
2025-08-12T18:36:03.948297,2,0.379,974,614,1051,656
2025-08-12T18:36:04.035389,-1,1.000,974,614,1051,656
2025-08-12T18:36:04.099794,-1,1.000,973,614,1050,656
2025-08-12T18:36:04.165820,-1,1.000,973,614,1050,656
2025-08-12T18:36:04.231169,-1,1.000,974,615,1051,657
2025-08-12T18:36:04.305558,2,0.567,871,1167,971,1280
2025-08-12T18:36:04.305745,4,0.451,2029,288,2871,1000
2025-08-12T18:36:04.306034,2,0.436,1364,611,1431,642
2025-08-12T18:36:04.306110,2,0.393,973,614,1046,656
2025-08-12T18:36:04.306173,2,0.358,1107,621,1181,655
2025-08-12T18:36:04.802314,-1,1.000,2022,279,2881,1005
2025-08-12T18:36:05.066764,-1,1.000,2024,278,2883,1004
2025-08-12T18:36:05.317785,-1,1.000,2025,277,2884,1003
2025-08-12T18:36:05.568162,-1,1.000,2022,278,2881,1004
2025-08-12T18:36:05.643999,2,0.501,879,1183,984,1310
2025-08-12T18:36:05.644159,2,0.383,1107,621,1179,655
2025-08-12T18:36:05.644441,2,0.377,973,614,1045,655
2025-08-12T18:36:05.644507,2,0.374,1364,608,1427,639
2025-08-12T18:36:05.737681,-1,1.000,883,1189,988,1316
2025-08-12T18:36:05.806970,-1,1.000,883,1190,988,1317
2025-08-12T18:36:05.877949,-1,1.000,883,1190,988,1317
2025-08-12T18:36:05.949604,-1,1.000,886,1196,991,1323
2025-08-12T18:36:06.014921,2,0.569,884,1197,994,1314
2025-08-12T18:36:06.015102,4,0.380,2021,289,2871,1012
2025-08-12T18:36:06.015168,2,0.359,1362,609,1426,641
2025-08-12T18:36:06.015230,2,0.351,972,613,1044,653
2025-08-12T18:36:06.456960,-1,1.000,2015,280,2882,1017
2025-08-12T18:36:06.736173,-1,1.000,2017,279,2884,1016
2025-08-12T18:36:06.987294,-1,1.000,2017,280,2884,1017
2025-08-12T18:36:07.308891,-1,1.000,2009,270,2893,1022
2025-08-12T18:36:07.428362,2,0.726,894,1210,998,1333
2025-08-12T18:36:07.428525,2,0.420,1363,611,1425,642
2025-08-12T18:36:07.428592,2,0.398,1103,620,1180,650
2025-08-12T18:36:07.428691,4,0.397,2039,289,2871,1012
2025-08-12T18:36:07.428748,2,0.373,969,613,1043,653
2025-08-12T18:36:07.840695,-1,1.000,2040,287,2872,1010
2025-08-12T18:36:08.073680,-1,1.000,2047,290,2863,999
2025-08-12T18:36:08.316575,-1,1.000,2042,285,2874,1008
2025-08-12T18:36:08.571705,-1,1.000,2033,278,2882,1015
2025-08-12T18:36:08.646213,2,0.798,901,1221,1011,1344
2025-08-12T18:36:08.646367,2,0.404,969,613,1041,651
2025-08-12T18:36:08.746140,-1,1.000,906,1228,1014,1349
2025-08-12T18:36:08.814546,-1,1.000,905,1227,1015,1350
2025-08-12T18:36:08.883215,-1,1.000,905,1228,1015,1351
2025-08-12T18:36:08.950713,-1,1.000,905,1228,1015,1351
2025-08-12T18:36:09.045947,2,0.637,913,1242,1021,1366
2025-08-12T18:36:09.046117,4,0.487,2013,288,2871,1002
2025-08-12T18:36:09.046186,2,0.446,597,865,656,923
2025-08-12T18:36:09.046247,2,0.421,1355,609,1429,643
2025-08-12T18:36:09.489595,-1,1.000,2007,279,2882,1007
2025-08-12T18:36:09.739088,-1,1.000,2008,278,2883,1006
2025-08-12T18:36:09.990267,-1,1.000,2009,280,2884,1008
2025-08-12T18:36:10.245091,-1,1.000,2009,280,2884,1008
2025-08-12T18:36:10.316149,2,0.602,920,1258,1032,1381
2025-08-12T18:36:10.316341,4,0.505,2009,288,2871,1011
2025-08-12T18:36:10.316611,2,0.446,1356,611,1427,644
2025-08-12T18:36:10.316676,2,0.406,600,871,655,922
2025-08-12T18:36:10.774135,-1,1.000,2010,285,2872,1008
2025-08-12T18:36:11.070405,-1,1.000,2004,277,2883,1014
2025-08-12T18:36:11.336402,-1,1.000,2019,288,2864,997
2025-08-12T18:36:11.617739,-1,1.000,2024,288,2869,997
2025-08-12T18:36:11.697355,2,0.675,917,1260,1034,1385
2025-08-12T18:36:11.697544,4,0.493,2003,289,2871,1039
2025-08-12T18:36:11.697797,2,0.370,1355,611,1427,644
2025-08-12T18:36:12.189840,-1,1.000,2004,287,2872,1037
2025-08-12T18:36:12.578312,-1,1.000,1999,276,2884,1041
2025-08-12T18:36:12.915242,-1,1.000,2008,285,2876,1035
2025-08-12T18:36:13.240231,-1,1.000,2006,285,2874,1035
2025-08-12T18:36:13.362548,2,0.550,932,1280,1050,1415
2025-08-12T18:36:13.362846,4,0.526,2005,289,2871,1023
2025-08-12T18:36:13.858527,-1,1.000,2005,287,2871,1021
2025-08-12T18:36:14.123900,-1,1.000,2012,291,2861,1011
2025-08-12T18:36:14.392006,-1,1.000,2005,288,2871,1022
2025-08-12T18:36:14.652211,-1,1.000,2004,284,2870,1018
2025-08-12T18:36:14.735624,4,0.462,2009,289,2871,1018
2025-08-12T18:36:14.735782,2,0.424,933,1296,1061,1432
2025-08-12T18:36:14.736120,2,0.407,1095,621,1172,652
2025-08-12T18:36:14.736187,2,0.365,1350,610,1420,643
2025-08-12T18:36:15.160828,-1,1.000,2010,288,2872,1017
2025-08-12T18:36:15.418462,-1,1.000,2011,284,2873,1013
2025-08-12T18:36:15.805080,-1,1.000,1992,266,2889,1024
2025-08-12T18:36:16.105861,-1,1.000,1989,271,2886,1029
2025-08-12T18:36:16.189908,2,0.578,946,1307,1073,1444
2025-08-12T18:36:16.281159,-1,1.000,946,1307,1073,1444
2025-08-12T18:36:16.350472,-1,1.000,950,1312,1080,1452
2025-08-12T18:36:16.419755,-1,1.000,950,1313,1080,1453
2025-08-12T18:36:16.489214,-1,1.000,954,1321,1084,1461
2025-08-12T18:36:16.553886,2,0.734,955,1321,1082,1461
2025-08-12T18:36:16.554068,4,0.444,2031,288,2871,998
2025-08-12T18:36:16.554365,2,0.385,1352,610,1420,644
2025-08-12T18:36:16.995485,-1,1.000,2032,288,2872,998
2025-08-12T18:36:17.242196,-1,1.000,2026,280,2883,1004
2025-08-12T18:36:17.491518,-1,1.000,2033,288,2873,998
2025-08-12T18:36:17.729437,-1,1.000,2035,288,2875,998
2025-08-12T18:36:17.836961,2,0.836,954,1331,1087,1472
2025-08-12T18:36:17.837098,2,0.528,1350,612,1416,646
2025-08-12T18:36:17.837470,4,0.477,2025,288,2871,1003
2025-08-12T18:36:17.837548,2,0.356,1092,622,1167,654
2025-08-12T18:36:18.244628,-1,1.000,2026,287,2872,1002
2025-08-12T18:36:18.479891,-1,1.000,2028,287,2874,1002
2025-08-12T18:36:18.718577,-1,1.000,2030,287,2876,1002
2025-08-12T18:36:18.953746,-1,1.000,2030,287,2876,1002
2025-08-12T18:36:19.021311,2,0.627,969,1353,1102,1499
2025-08-12T18:36:19.021496,4,0.444,2024,288,2871,1005
2025-08-12T18:36:19.021768,2,0.363,1348,613,1415,645
2025-08-12T18:36:19.400352,-1,1.000,2025,287,2872,1004
2025-08-12T18:36:19.632067,-1,1.000,2017,279,2881,1010
2025-08-12T18:36:19.856957,-1,1.000,2025,288,2872,1005
2025-08-12T18:36:20.080256,-1,1.000,2025,286,2872,1003
2025-08-12T18:36:20.148020,4,0.608,2010,289,2871,1011
2025-08-12T18:36:20.148164,2,0.561,974,1366,1110,1517
2025-08-12T18:36:20.148469,2,0.433,1348,613,1415,646
2025-08-12T18:36:20.148538,2,0.366,1091,621,1160,651
2025-08-12T18:36:20.533029,-1,1.000,2010,287,2871,1009
2025-08-12T18:36:20.778557,-1,1.000,2002,279,2880,1015
2025-08-12T18:36:21.034277,-1,1.000,2005,280,2883,1016
2025-08-12T18:36:21.282292,-1,1.000,2003,280,2881,1016
2025-08-12T18:36:21.358264,2,0.648,985,1377,1122,1535
2025-08-12T18:36:21.358446,4,0.564,2015,289,2871,1012
2025-08-12T18:36:21.358699,2,0.459,616,937,689,1013
2025-08-12T18:36:21.358794,2,0.415,675,864,745,934
2025-08-12T18:36:21.358885,2,0.374,1087,621,1162,652
2025-08-12T18:36:21.358954,2,0.356,1348,612,1416,643
2025-08-12T18:36:21.739989,-1,1.000,2016,288,2872,1011
2025-08-12T18:36:21.980324,-1,1.000,2016,286,2872,1009
2025-08-12T18:36:22.218751,-1,1.000,2016,286,2872,1009
2025-08-12T18:36:22.452150,-1,1.000,2016,285,2872,1008
2025-08-12T18:36:22.522402,2,0.740,995,1396,1133,1552
2025-08-12T18:36:22.614521,-1,1.000,1001,1406,1136,1559
2025-08-12T18:36:22.682334,-1,1.000,1001,1406,1136,1559
2025-08-12T18:36:22.750649,-1,1.000,1001,1405,1139,1561
2025-08-12T18:36:22.816487,-1,1.000,1001,1405,1139,1561
2025-08-12T18:36:22.884795,2,0.657,1007,1422,1149,1579
2025-08-12T18:36:22.884966,4,0.482,2011,288,2871,999
2025-08-12T18:36:23.270784,-1,1.000,2012,286,2872,997
2025-08-12T18:36:23.509971,-1,1.000,1997,267,2892,1007
2025-08-12T18:36:23.742843,-1,1.000,2003,289,2863,1000
2025-08-12T18:36:23.980910,-1,1.000,2001,276,2878,1001
2025-08-12T18:36:24.048208,2,0.755,1019,1439,1164,1604
2025-08-12T18:36:24.048390,4,0.561,2010,289,2871,1003
2025-08-12T18:36:24.447441,-1,1.000,2003,280,2881,1008
2025-08-12T18:36:24.692284,-1,1.000,2004,278,2882,1006
2025-08-12T18:36:25.011926,-1,1.000,1980,255,2912,1028
2025-08-12T18:36:25.260431,-1,1.000,2003,282,2881,1010
2025-08-12T18:36:25.334140,2,0.783,1022,1443,1169,1610
2025-08-12T18:36:25.334348,4,0.461,2009,289,2871,1007
2025-08-12T18:36:25.334429,2,0.455,591,763,643,816
2025-08-12T18:36:25.334506,2,0.399,701,890,762,962
2025-08-12T18:36:25.334578,2,0.372,1081,621,1152,652
2025-08-12T18:36:25.725567,-1,1.000,2001,280,2880,1012
2025-08-12T18:36:25.965722,-1,1.000,2001,277,2880,1009
2025-08-12T18:36:26.204322,-1,1.000,2004,281,2883,1013
2025-08-12T18:36:26.452676,-1,1.000,1993,268,2890,1015
2025-08-12T18:36:26.515453,2,0.621,1031,1466,1185,1616
2025-08-12T18:36:26.515601,4,0.523,2006,289,2871,1017
2025-08-12T18:36:26.515673,2,0.474,702,897,766,968
2025-08-12T18:36:26.515738,2,0.392,594,769,642,821
2025-08-12T18:36:26.915379,-1,1.000,2007,289,2872,1017
2025-08-12T18:36:27.148025,-1,1.000,2010,289,2875,1017
2025-08-12T18:36:27.384565,-1,1.000,2011,289,2876,1017
2025-08-12T18:36:27.679810,-1,1.000,2009,288,2874,1016
2025-08-12T18:36:27.764444,2,0.512,595,775,643,823
2025-08-12T18:36:27.764649,4,0.453,2005,290,2871,1016
2025-08-12T18:36:27.764952,2,0.404,704,910,781,983
2025-08-12T18:36:27.765049,2,0.365,1075,621,1150,653
2025-08-12T18:36:28.188755,-1,1.000,2007,290,2873,1016
2025-08-12T18:36:28.507347,-1,1.000,2007,290,2873,1016
2025-08-12T18:36:28.833495,-1,1.000,2011,291,2877,1017
2025-08-12T18:36:29.135007,-1,1.000,2001,283,2884,1024
2025-08-12T18:36:29.252649,2,0.413,1058,1498,1205,1614
2025-08-12T18:36:29.252772,2,0.379,596,775,643,824
2025-08-12T18:36:29.354920,-1,1.000,1058,1498,1205,1614
2025-08-12T18:36:29.426470,-1,1.000,1054,1502,1213,1628
2025-08-12T18:36:29.499611,-1,1.000,1053,1499,1219,1630
2025-08-12T18:36:29.574799,-1,1.000,1067,1514,1223,1637
2025-08-12T18:36:29.638707,2,0.374,597,778,644,829
2025-08-12T18:36:29.721680,-1,1.000,597,778,644,829
2025-08-12T18:36:29.783979,-1,1.000,596,779,646,833
2025-08-12T18:36:29.846756,-1,1.000,597,779,647,833
2025-08-12T18:36:29.908745,-1,1.000,597,778,648,833
2025-08-12T18:36:29.969463,2,0.480,598,783,645,831
2025-08-12T18:36:30.080313,-1,1.000,599,787,648,837
2025-08-12T18:36:30.156846,-1,1.000,600,789,647,837
2025-08-12T18:36:30.233188,-1,1.000,600,789,647,837
2025-08-12T18:36:30.310326,-1,1.000,600,792,647,840
2025-08-12T18:36:30.375337,2,0.421,600,789,645,841
2025-08-12T18:36:30.375467,2,0.366,652,1022,723,1109
2025-08-12T18:36:30.463977,-1,1.000,654,1027,725,1114
2025-08-12T18:36:30.530311,-1,1.000,654,1028,725,1115
2025-08-12T18:36:30.595314,-1,1.000,654,1027,725,1114
2025-08-12T18:36:30.659937,-1,1.000,656,1033,726,1118
2025-08-12T18:36:30.724479,2,0.537,735,955,804,1031
2025-08-12T18:36:30.724632,2,0.394,601,796,646,844
2025-08-12T18:36:30.724718,2,0.392,1069,620,1141,648
2025-08-12T18:36:30.724832,4,0.389,2010,289,2871,1008
2025-08-12T18:36:30.724903,2,0.368,655,1027,729,1112
2025-08-12T18:36:31.142472,-1,1.000,2012,288,2873,1007
2025-08-12T18:36:31.368665,-1,1.000,2014,288,2875,1007
2025-08-12T18:36:31.622134,-1,1.000,1998,272,2894,1020
2025-08-12T18:36:31.868108,-1,1.000,1996,272,2892,1020
2025-08-12T18:36:31.937817,2,0.574,742,963,808,1038
2025-08-12T18:36:31.937990,2,0.479,603,800,647,857
2025-08-12T18:36:31.938120,4,0.451,2011,289,2871,1016
2025-08-12T18:36:31.938191,2,0.430,1067,620,1137,647
2025-08-12T18:36:32.341073,-1,1.000,2013,287,2873,1014
2025-08-12T18:36:32.598346,-1,1.000,2008,280,2885,1022
2025-08-12T18:36:32.845960,-1,1.000,2004,279,2881,1021
2025-08-12T18:36:33.087892,-1,1.000,2002,279,2879,1021
2025-08-12T18:36:33.153604,2,0.521,604,810,654,860
2025-08-12T18:36:33.239259,-1,1.000,603,811,656,864
2025-08-12T18:36:33.304617,-1,1.000,606,814,656,864
2025-08-12T18:36:33.368617,-1,1.000,605,812,656,863
2025-08-12T18:36:33.433149,-1,1.000,605,813,655,863
2025-08-12T18:36:33.496965,2,0.457,606,814,655,872
2025-08-12T18:36:33.498035,2,0.370,669,1070,752,1181
2025-08-12T18:36:33.498110,2,0.360,750,984,822,1061
2025-08-12T18:36:33.586069,-1,1.000,670,1070,753,1181
2025-08-12T18:36:33.651450,-1,1.000,669,1070,752,1181
2025-08-12T18:36:33.716101,-1,1.000,671,1075,754,1186
2025-08-12T18:36:33.781187,-1,1.000,671,1076,754,1187
2025-08-12T18:36:33.843630,2,0.555,755,990,831,1079
2025-08-12T18:36:33.843773,2,0.380,607,824,655,870
2025-08-12T18:36:33.843848,2,0.379,672,1077,756,1187
2025-08-12T18:36:33.933996,-1,1.000,672,1077,756,1187
2025-08-12T18:36:33.998697,-1,1.000,673,1078,757,1188
2025-08-12T18:36:34.063877,-1,1.000,674,1083,760,1195
2025-08-12T18:36:34.129355,-1,1.000,673,1082,760,1196
2025-08-12T18:36:34.191542,2,0.648,760,997,833,1080
2025-08-12T18:36:34.191681,2,0.609,674,1082,758,1188
2025-08-12T18:36:34.280385,-1,1.000,674,1082,758,1188
2025-08-12T18:36:34.345159,-1,1.000,679,1093,763,1199
2025-08-12T18:36:34.410311,-1,1.000,679,1094,763,1200
2025-08-12T18:36:34.475555,-1,1.000,678,1093,764,1201
2025-08-12T18:36:34.544488,2,0.633,770,1013,842,1090
2025-08-12T18:36:34.544611,2,0.505,680,1094,764,1209
2025-08-12T18:36:34.544681,2,0.451,610,832,667,894
2025-08-12T18:36:34.544741,2,0.365,1062,622,1134,649
2025-08-12T18:36:34.632885,-1,1.000,680,1094,764,1209
2025-08-12T18:36:34.699818,-1,1.000,682,1100,766,1215
2025-08-12T18:36:34.765317,-1,1.000,682,1100,766,1215
2025-08-12T18:36:34.831395,-1,1.000,683,1100,767,1215
2025-08-12T18:36:34.898153,2,0.625,775,1024,854,1104
2025-08-12T18:36:34.898298,2,0.577,683,1113,769,1224
2025-08-12T18:36:34.898574,2,0.465,615,837,673,903
2025-08-12T18:36:34.898636,2,0.394,1060,621,1131,648
2025-08-12T18:36:34.898694,2,0.388,1177,614,1233,644
2025-08-12T18:36:34.898793,4,0.373,2039,290,2871,1017
2025-08-12T18:36:35.301584,-1,1.000,2039,288,2871,1015
2025-08-12T18:36:35.540181,-1,1.000,2024,269,2890,1025
2025-08-12T18:36:35.794500,-1,1.000,2034,280,2883,1022
2025-08-12T18:36:36.023613,-1,1.000,2031,276,2880,1018
2025-08-12T18:36:36.093096,2,0.552,688,1118,773,1233
2025-08-12T18:36:36.181586,-1,1.000,688,1118,773,1233
2025-08-12T18:36:36.246623,-1,1.000,690,1124,775,1239
2025-08-12T18:36:36.311197,-1,1.000,690,1124,775,1239
2025-08-12T18:36:36.376174,-1,1.000,694,1130,781,1247
2025-08-12T18:36:36.499312,-1,1.000,692,1128,780,1248
2025-08-12T18:36:36.565063,-1,1.000,694,1137,779,1252
2025-08-12T18:36:36.630719,-1,1.000,695,1136,780,1251
2025-08-12T18:36:36.701433,-1,1.000,695,1136,780,1251
